branch_id,tenant_id,branch_name,created_at,location,expiry_date,is_active
5dd6c4ab-13c2-49a2-8f0e-4c6962087dda,56ac557e-589d-4602-bc9b-946b201fb6f6,Main,2025-09-06 09:21:50.065421+00,,,true
2edd02ce-f73a-47f3-aaf9-40acf7faed3a,f8578f9c-782b-4d31-b04f-3b2d890c5896,ABU HALIFA,2025-09-07 13:40:14.33979+00,,,true
5d81e48c-5910-4983-b5c7-ace4722c0c65,f8578f9c-782b-4d31-b04f-3b2d890c5896,SALMIYA,2025-09-07 13:55:22.829628+00,,,true
d9f7c097-6a1d-47cf-a7e0-824ee06bf6c3,f8578f9c-782b-4d31-b04f-3b2d890c5896,JAHRA,2025-09-07 13:55:34.264786+00,,,true
4f7f3a7a-04a2-46bc-b619-4be575fed3a7,f8578f9c-782b-4d31-b04f-3b2d890c5896,ARDIYA,2025-09-07 13:55:44.632428+00,,,true
c8bca8b5-10d5-4bbd-a813-cb612ced35cf,f8578f9c-782b-4d31-b04f-3b2d890c5896,COAST GUARD,2025-09-07 13:55:56.359507+00,,,true
