tenant_id,user_id,invited_at,accepted_at,role,created_at
56ac557e-589d-4602-bc9b-946b201fb6f6,9ac69b24-e02a-4e78-911a-6a84b6efb5b6,,,owner,2025-09-06 09:21:50.074204+00
f8578f9c-782b-4d31-b04f-3b2d890c5896,51f95df0-5258-4ef3-9930-064d9e744bc9,,,owner,2025-09-07 13:40:14.350431+00
f8578f9c-782b-4d31-b04f-3b2d890c5896,9ac69b24-e02a-4e78-911a-6a84b6efb5b6,,,admin,2025-09-18 14:00:45.408466+00
