id,name,sku,category_reference,tax_group_reference,is_sold_by_weight,is_active,is_stock_product,price,cost,barcode,description,preparation_time,calories,walking_minutes_to_burn_calories,is_high_salt,image,name_localized,description_localized
99948e19-01ba-42da-b474-aaed76fce597,"Chipotle | Chicken Wrap",PSD-111,13,,No,Yes,No,2.25,,,"chipotle wrap prepared from tortilla bread, stuffed with chicken pieces, melted cheese, and rocca, added with spicy chipotle-flavored mayonnaise to add a distinctive and spicy flavor",,560,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1688977452_999c921b-6a2e-418e-b834-bc5d2aad2885.png,"راب تشيبوتلي الدجاج","راب التشيبوتلي المحضرة من خبز التورتيا محشو بقطع الدجاج والجبن الذائب والروكا مضاف إليها مايونيز بنكهة التشيبوتلي الحار لإضافة نكهة مميزة وحارة"
9978b2ac-ecec-4746-9de4-dd6de5dc1bdb,"Mixed Nuts",PSN-127,10,,No,No,No,0.95,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1740306533_9e47ab45-4548-4132-a5be-4a72cc96ae3f.png,"مكسرات مشكًلة",
995a25aa-a613-4dcf-980f-72f50f628124,"12Pcs | Drip Coffee Can",PCB-104,12,,No,Yes,No,8.5,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696161223_9a43d4b7-c82a-48ed-a91f-3c8efaef642e.png,"علبة القهوة الدرب |12حبة",
993c4fde-bf50-4e0d-ba09-dd9797491319,"ICED | Chemex",PSC-103,14,,No,Yes,No,2,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696163451_9a43e200-1acb-4a91-a17f-1482f29a86e7.png,"كيمكس مثلج",
993c4d6b-6d02-40e9-8f0f-ad1047b3609c,"ICED | V60",PSC-107,14,,No,Yes,No,1.95,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696163482_9a43e22f-5246-4acd-8140-9907bd1780d2.png,"في ٦٠ - مثلج",
98f3ac59-da06-4bdb-8803-504186c0a07a,"ICED | Cacao",PBR-101,3,,No,Yes,No,1.75,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1726380344_9d036cb7-5f96-493c-b2bc-f43e528b6cb2.png,"ايسد كاكاو",
98d1f675-02f7-46cc-89fa-fe55be742bc3,"Koobs Box | Shots",PPT-108,5,,No,Yes,No,11,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696161582_9a43d6dd-0234-42c7-853b-460fdada3f19.png,"كوبز بوكس",
98cc7d1c-5964-4213-89bd-3a646e987e21,Strawberry,PBR-107,7,,No,Yes,No,2,,,"Made with fresh strawberries, mint leaves, lime juice and a splash of soda.",,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1695043360_9a29cdbd-2a60-40f9-9d86-de52244eed40.png,"موهيتو فراولة","مصنوعة من الفراولة الطازجة، أوراق النعناع، ​​عصير الليمون وقليل من الصودا."
98b935dc-0948-4aa6-b2b0-b0d17f990855,"1 Liter | Iced Matcha",PPT-104,5,,No,Yes,No,12,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696161609_9a43d705-a095-41fe-92a4-403988092861.png,"ماتشا مثلجة - 1 لتر",
98b935b6-d007-45c6-b198-9ddd67efd317,"1 Liter | Tower Drip",PPT-102,5,,No,Yes,No,12,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696161814_9a43d83d-a22c-45da-8a42-9bde27accb98.png,"كولد درب - 1 لتر",
98b93571-687f-4075-ad16-e6fe8787d81a,"1 Liter | Iced Americano",PPT-103,5,,No,Yes,No,9,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696161842_9a43d869-6b39-4b0d-bbcb-a3136f3e6b4c.png,"امريكانو مثلجة - 1 لتر",
98b93544-afb1-4987-ba35-8d639411923b,"1 Liter | Iced Spanish Latte",PPT-106,5,,No,Yes,No,10,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696161869_9a43d891-fce3-402b-9b06-8294ced5d98b.png,"سبانيش لاتيه مثلج - 1 لتر",
98b93515-9d34-4476-8e89-04bd16f1f642,"1 Liter | Iced Salted Caramel",PPT-105,5,,No,Yes,No,11,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696161891_9a43d8b3-85cc-4fda-8a38-ef842575ac72.png,"كراميل مملح لاتيه - 1 لتر",
98a9d52c-0d36-4c60-ae87-b2f7837c8ae3,"Medium | Tiramisu Ice Cream",PSS-103,6,,No,Yes,No,1.35,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1747234133_9ee8f6fc-27eb-4e6a-9f8c-7e5cf42b1498.png,,
986348a9-6043-4126-848c-7b2204c7498d,"Small | Vanilla Ice Cream",PSS-102,6,,No,Yes,No,0.95,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1747231005_9ee8e457-2dca-48ce-9630-5b05d383c687.jpg,,
98634875-ce11-4986-b36f-f28c2f51d51c,"Small | Tiramisu Ice Cream",PSS-101,6,,No,Yes,No,0.85,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1747234157_9ee8f720-7443-4fe6-9bd6-343db772f2f0.png,,
985ce3af-ab3c-48af-aae3-608b4d8aebb9,"Affogato | Ice Cream",PSS-104,6,,No,Yes,No,1.35,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1750257352_9f2f5ac6-2de5-41d3-bcdb-79fee47c63c5.png,افوكاتو,
985ce389-80bb-49c2-89a5-84ae3ab91b2f,"Medium | Vanilla Ice Cream",PSS-105,6,,No,Yes,No,1.35,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1747231026_9ee8e477-77f2-438e-a872-0c7e37d88f84.jpg,,
98187ba6-4153-4cbf-82bc-01ccd5987f71,"Flat Spanish",PHT-108,15,,No,Yes,No,1.5,,,"Spanish Latte with less milk
in a 8oz hot cup",,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1695042606_9a29c93e-7bfd-41c7-b932-7975a0886693.png,"فلات سبانش","سبانيش لاتيه مع قليل من الحليب المحلى"
976d9cbd-04a1-404b-b580-4912011a15c8,"Chai Latte",PHT-105,3,,No,Yes,No,1.25,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1701623990_9ac30559-8fd2-4942-bf82-804bc6eeeb0e.jpg,"شاي لاتيه",
9713295e-577a-431d-961b-19228dfdb086,"Very Berry",PBR-109,7,,No,Yes,No,2,,,"A drink with  fresh strawberries and berries with soda",,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1695043399_9a29cdf9-1981-4e90-8994-3aec2ae82057.png,"فيري بيري","مشروب يتكون من الفروالة والبيريز الطازجة مع الصودا"
96fd5f5b-9d5a-426e-b54a-b9e52baa0a9b,"San Sebastian Cake",PSN-122,10,,No,Yes,No,2.25,,,"Ingredients:
Creamy Cheese, Eggs, vanilla, Sugar, flour",,205,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1696162394_9a43dbb3-3bdf-47f9-8dea-5e813969622a.png,"كيكة سان سبيستيان","مكونات
 جبنة كريمية ، ليمون ، بيض ، فانيليا ، سكر ، طحين"
96b02886-98f6-4efb-9b14-c868e0ac04b0,"Matcha Pistachio Frappe",FRP-101,17,,No,Yes,No,2,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1754993078_9f9d9de7-6424-4548-8c7f-d9ed0acc3d0e.jpg,"فراب الماتشا والفستق",
9639cc39-402b-48ac-81b4-2d93ae0781bd,"200ml | Cold Brew Bottled",PIC-103,16,,No,Yes,No,1.95,,,"Cold Brewed Coffee from Premium quality beans",,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1695041804_9a29c476-9848-487a-99fa-c7aa5a960b92.png,"قنينة كولد برو - 200 مل","قهوة باردة محضرة من حبوب البن عالية الجودة"
962bf826-d7a0-4980-8997-359cc5bfe99d,"Chocolate Frappe",FRP-102,17,,No,Yes,No,2,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1755090598_9f9fe32b-2ee3-4543-b925-e67ff5674f9d.jpg,"تشوكولت فراب",
961bc3a5-d5f8-47f8-9f86-bee3be3b988f,"Mango Passion Frappe",FRP-103,17,,No,No,No,2.5,,,,,,,No,https://foodics-console-production.s3.eu-west-1.amazonaws.com/images/494675_1754993376_9f9d9fad-5968-4598-aec6-67bd2d0f752f.jpg,,
